,Date,Value,USD (PM)
775,2018-10-26,6473.753333,1233.85
776,2018-10-27,6465.9175,
777,2018-10-28,6457.21,
778,2018-10-29,6382.668333,1230.8
779,2018-10-30,6309.452857,1225.4
780,2018-10-31,6301.61,1214.95
781,2018-11-01,6342.280833,1231.15
782,2018-11-02,6387.674167,1232.1
783,2018-11-03,6390.42,
784,2018-11-04,6391.873333,
785,2018-11-05,6436.965,1232.25
786,2018-11-06,6437.76,1231.6
787,2018-11-07,6538.79,1229.95
788,2018-11-08,6486.251667,1224.15
789,2018-11-09,6444.97,1211.4
790,2018-11-10,6399.033333,
791,2018-11-11,6378.268333,
792,2018-11-12,6408.53,1205.55
793,2018-11-13,6372.063333,1202.1
794,2018-11-14,6176.155,1203.25
795,2018-11-15,5756.77,1211.85
796,2018-11-16,5596.1925,1222.4
797,2018-11-17,5558.243333,
798,2018-11-18,5572.44,
799,2018-11-19,5303.9425,1221.6
800,2018-11-20,4671.97,1223.0
801,2018-11-21,4491.98,1226.1
802,2018-11-22,4548.7975,1227.05
803,2018-11-23,4309.3375,1223.65
804,2018-11-24,4352.98,
805,2018-11-25,3823.511667,
806,2018-11-26,3920.536667,1223.4
807,2018-11-27,3793.35,1221.2
808,2018-11-28,4103.453846,1213.25
809,2018-11-29,4263.783333,1226.25
810,2018-11-30,4278.77,1217.55
811,2018-12-01,4116.7775,
812,2018-12-02,4167.546667,
813,2018-12-03,4140.6,1230.3
814,2018-12-04,3961.493333,1240.3
815,2018-12-05,3858.349167,1235.9
816,2018-12-06,3744.98,1242.55
817,2018-12-07,3405.643333,1243.3
818,2018-12-08,3435.34,
819,2018-12-09,3453.66,
820,2018-12-10,3523.96,1245.35
821,2018-12-11,3426.19,1245.3
822,2018-12-12,3407.28,1245.75
823,2018-12-13,3406.7625,1242.75
824,2018-12-14,3278.374167,1235.35
825,2018-12-15,3242.42,
826,2018-12-16,3271.238333,
827,2018-12-17,3392.405,1241.65
828,2018-12-18,3556.54,1246.3
829,2018-12-19,3808.0425,1255.0
830,2018-12-20,3982.850833,1259.75
831,2018-12-21,4135.19,1258.15
832,2018-12-22,3910.973333,
833,2018-12-23,4027.478333,
834,2018-12-24,3995.17,
835,2018-12-25,3813.88,
836,2018-12-26,3825.379167,
837,2018-12-27,3848.21,1268.0
838,2018-12-28,3743.905,1279.0
839,2018-12-29,3912.285833,
840,2018-12-30,3770.36,
841,2018-12-31,3791.545833,
842,2019-01-01,3752.271667,
843,2019-01-02,3855.88,1282.9
844,2019-01-03,3865.7975,1290.45
845,2019-01-04,3822.626667,1279.9
846,2019-01-05,3856.62,
847,2019-01-06,3920.456667,
848,2019-01-07,4036.093333,1292.2
849,2019-01-08,4032.25,1286.45
850,2019-01-09,4034.138333,1288.6
851,2019-01-10,3812.585833,1291.9
852,2019-01-11,3646.25,1288.95
853,2019-01-12,3646.345833,
854,2019-01-13,3599.841667,
855,2019-01-14,3531.96,1292.75
856,2019-01-15,3656.785,1294.4
857,2019-01-16,3621.270833,1292.3
858,2019-01-17,3621.43,1290.7
859,2019-01-18,3632.395,1284.2
860,2019-01-19,3690.523333,
861,2019-01-20,3703.98,
862,2019-01-21,3548.4275,1279.55
863,2019-01-22,3540.02,1282.1
864,2019-01-23,3587.35,1279.8
865,2019-01-24,3566.4,1283.7
866,2019-01-25,3586.25,1293.9
867,2019-01-26,3577.79,
868,2019-01-27,3576.3,
869,2019-01-28,3554.5,1302.15
870,2019-01-29,3448.58,1307.55
871,2019-01-30,3421.6,1310.7
872,2019-01-31,3470.0,1323.25
873,2019-02-01,3444.81,1318.7
874,2019-02-02,3475.33,
875,2019-02-03,3506.22,
876,2019-02-04,3456.02,1312.15
877,2019-02-05,3452.35,1314.2
878,2019-02-06,3467.34,1312.4
879,2019-02-07,3405.7,1310.0
880,2019-02-08,3394.76,1314.85
881,2019-02-09,3661.08,
882,2019-02-10,3664.38,
883,2019-02-11,3686.29,1306.4
884,2019-02-12,3629.47,1310.0
885,2019-02-13,3632.42,1312.8
886,2019-02-14,3614.5,1311.45
887,2019-02-15,3600.31,1316.55
888,2019-02-16,3608.2,
889,2019-02-17,3619.55,
890,2019-02-18,3670.74,1325.5
891,2019-02-19,3910.8,1334.15
892,2019-02-20,3926.53,1343.75
893,2019-02-21,3987.18,1331.25
894,2019-02-22,3944.88,1329.05
895,2019-02-23,3983.48,
896,2019-02-24,4139.6,
897,2019-02-25,3766.89,1331.05
898,2019-02-26,3848.33,1325.05
899,2019-02-27,3831.45,1322.85
900,2019-02-28,3833.23,1319.15
901,2019-03-01,3850.08,1311.95
902,2019-03-02,3834.62,
903,2019-03-03,3831.44,
904,2019-03-04,3814.58,1285.4
905,2019-03-05,3730.98,1283.8
906,2019-03-06,3872.25,1285.85
907,2019-03-07,3876.85,1285.3
908,2019-03-08,3886.82,1296.75
909,2019-03-09,3875.96,
910,2019-03-10,3950.56,
911,2019-03-11,3928.17,1292.75
912,2019-03-12,3881.09,1297.05
913,2019-03-13,3892.51,1306.95
914,2019-03-14,3877.77,1295.55
915,2019-03-15,3885.21,1303.5
916,2019-03-16,3936.5,
917,2019-03-17,4015.95,
918,2019-03-18,3994.92,1305.6
919,2019-03-19,3998.77,1307.7
920,2019-03-20,4029.11,1303.7
921,2019-03-21,4056.4,1309.6
922,2019-03-22,3992.34,1311.3
923,2019-03-23,3999.06,
924,2019-03-24,4011.92,
925,2019-03-25,3994.11,1319.55
926,2019-03-26,3935.89,1316.3
927,2019-03-27,3947.74,1309.7
928,2019-03-28,4048.51,1295.15
929,2019-03-29,4037.37,1295.4
930,2019-03-30,4115.55,
931,2019-03-31,4114.44,
932,2019-04-01,4114.16,1293.5
933,2019-04-02,4152.53,1290.3
934,2019-04-03,4882.88,1290.45
935,2019-04-04,4959.81,1283.15
936,2019-04-05,4911.24,1288.45
937,2019-04-06,5028.77,
938,2019-04-07,5053.52,
939,2019-04-08,5189.39,1300.0
940,2019-04-09,5268.71,1303.0
941,2019-04-10,5175.81,1305.45
942,2019-04-11,5310.18,1298.8
943,2019-04-12,5035.02,1294.3
944,2019-04-13,5072.85,
945,2019-04-14,5064.62,
946,2019-04-15,5152.51,1285.65
947,2019-04-16,5036.18,1276.35
948,2019-04-17,5196.65,1275.85
949,2019-04-18,5220.37,1275.7
950,2019-04-19,5276.31,
951,2019-04-20,5277.04,
952,2019-04-21,5309.28,
953,2019-04-22,5281.83,
954,2019-04-23,5377.19,1269.5
955,2019-04-24,5518.16,1271.65
956,2019-04-25,5434.19,1280.8
957,2019-04-26,5195.61,1284.2
958,2019-04-27,5292.83,
959,2019-04-28,5280.19,
960,2019-04-29,5301.29,1279.5
961,2019-04-30,5260.65,1282.3
962,2019-05-01,5269.79,1283.8
963,2019-05-02,5326.67,1270.95
964,2019-05-03,5390.16,1278.55
965,2019-05-04,5657.14,
966,2019-05-05,5771.08,
967,2019-05-06,5717.66,
968,2019-05-07,5684.47,1281.2
969,2019-05-08,5755.72,1285.2
970,2019-05-09,5936.72,1286.1
971,2019-05-10,6146.91,1287.1
972,2019-05-11,6348.02,
973,2019-05-12,7248.31,
974,2019-05-13,6978.63,1295.6
975,2019-05-14,7823.11,1298.4
976,2019-05-15,7992.69,1299.1
977,2019-05-16,8206.9,1291.7
978,2019-05-17,7885.96,1280.8
979,2019-05-18,7362.22,
980,2019-05-19,7265.05,
981,2019-05-20,8193.7,1276.85
982,2019-05-21,8007.03,1271.15
983,2019-05-22,7952.5,1273.8
984,2019-05-23,7625.93,1283.65
985,2019-05-24,7880.29,1282.5
986,2019-05-25,8003.26,
987,2019-05-26,8071.45,
988,2019-05-27,8744.42,
989,2019-05-28,8770.06,1278.3
990,2019-05-29,8719.88,1281.65
991,2019-05-30,8662.98,1280.95
992,2019-05-31,8272.46,1295.55
993,2019-06-01,8553.81,
994,2019-06-02,8554.8,
995,2019-06-03,8739.03,1317.1
996,2019-06-04,8134.92,1324.25
997,2019-06-05,7675.8,1335.05
998,2019-06-06,7786.04,1335.5
999,2019-06-07,7803.23,1340.65
1000,2019-06-08,7998.29,
1001,2019-06-09,7931.34,
1002,2019-06-10,7640.61,1328.6
1003,2019-06-11,8020.38,1324.3
1004,2019-06-12,7917.58,1332.35
1005,2019-06-13,8173.06,1335.9
1006,2019-06-14,8237.88,1351.25
1007,2019-06-15,8693.6,
1008,2019-06-16,8859.47,
1009,2019-06-17,8978.99,1341.3
1010,2019-06-18,9327.48,1341.35
1011,2019-06-19,9076.18,1344.05
1012,2019-06-20,9281.7,1379.5
1013,2019-06-21,9531.35,1397.15
1014,2019-06-22,10209.38,
1015,2019-06-23,10668.63,
1016,2019-06-24,10814.48,1405.7
1017,2019-06-25,11017.5,1431.4
1018,2019-06-26,11766.4,1403.95
1019,2019-06-27,12932.55,1402.5
1020,2019-06-28,11132.85,1409.0
1021,2019-06-29,12374.35,
1022,2019-06-30,11890.38,
1023,2019-07-01,10737.73,1390.1
1024,2019-07-02,10578.72,1391.05
1025,2019-07-03,10805.4,1413.5
1026,2019-07-04,11984.76,1414.9
1027,2019-07-05,11160.49,1388.65
1028,2019-07-06,10955.16,
1029,2019-07-07,11232.04,
1030,2019-07-08,11477.01,1400.1
1031,2019-07-09,12313.08,1391.55
1032,2019-07-10,12586.78,1408.3
1033,2019-07-11,12099.9,1413.75
1034,2019-07-12,11352.87,1407.6
1035,2019-07-13,11803.97,
1036,2019-07-14,11389.1,
1037,2019-07-15,10186.96,1412.4
1038,2019-07-16,10873.5,1409.85
1039,2019-07-17,9397.72,1410.35
1040,2019-07-18,9674.28,1417.45
1041,2019-07-19,10638.56,1439.7
1042,2019-07-20,10535.75,
1043,2019-07-21,10764.9,
1044,2019-07-22,10587.41,1427.75
1045,2019-07-23,10323.62,1425.55
1046,2019-07-24,9844.3,1426.95
1047,2019-07-25,9772.17,1416.1
1048,2019-07-26,9875.17,1420.4
1049,2019-07-27,9848.65,
1050,2019-07-28,9473.99,
1051,2019-07-29,9530.0,1419.05
1052,2019-07-30,9501.33,1425.9
1053,2019-07-31,9589.13,1427.55
1054,2019-08-01,10084.7,1406.8
1055,2019-08-02,10407.17,1441.75
1056,2019-08-03,10529.55,
1057,2019-08-04,10814.57,
1058,2019-08-05,10980.23,1465.25
1059,2019-08-06,11787.99,1465.25
1060,2019-08-07,11465.67,1506.05
1061,2019-08-08,11960.82,1495.75
1062,2019-08-09,11996.41,1497.7
1063,2019-08-10,11856.64,
1064,2019-08-11,11282.22,
1065,2019-08-12,11566.84,1504.7
1066,2019-08-13,11386.26,1498.4
1067,2019-08-14,10858.12,1513.25
1068,2019-08-15,10016.96,1515.65
1069,2019-08-16,10302.17,1515.25
1070,2019-08-17,10359.44,
1071,2019-08-18,10214.52,
1072,2019-08-19,10317.6,1496.6
1073,2019-08-20,10917.26,1504.55
1074,2019-08-21,10760.56,1503.25
1075,2019-08-22,10129.4,1502.05
1076,2019-08-23,10111.98,1503.8
1077,2019-08-24,10405.81,
1078,2019-08-25,10143.8,
1079,2019-08-26,10135.06,
1080,2019-08-27,10360.28,1532.95
1081,2019-08-28,10171.95,1537.15
1082,2019-08-29,9717.82,1540.2
1083,2019-08-30,9484.55,1528.4
1084,2019-08-31,9577.99,
1085,2019-09-01,9600.9,
1086,2019-09-02,9769.79,1525.95
1087,2019-09-03,10386.64,1537.85
1088,2019-09-04,10621.29,1546.1
1089,2019-09-05,10584.16,1529.1
1090,2019-09-06,10577.8,1523.7
1091,2019-09-07,10317.47,
1092,2019-09-08,10487.21,
1093,2019-09-09,10406.31,1509.2
1094,2019-09-10,10313.66,1498.25
1095,2019-09-11,10101.03,1490.65
1096,2019-09-12,10159.32,1515.2
1097,2019-09-13,10420.16,1503.1
1098,2019-09-14,10363.9,
1099,2019-09-15,10361.33,
1100,2019-09-16,10310.43,1497.2
1101,2019-09-17,10265.63,1502.1
1102,2019-09-18,10190.36,1503.5
1103,2019-09-19,10157.59,1500.7
1104,2019-09-20,10275.88,1501.9
1105,2019-09-21,10173.11,
1106,2019-09-22,9979.49,
1107,2019-09-23,10033.05,1522.1
1108,2019-09-24,9683.38,1520.65
1109,2019-09-25,8553.61,1528.75
1110,2019-09-26,8432.23,1506.4
1111,2019-09-27,8055.64,1489.9
1112,2019-09-28,8193.9,
1113,2019-09-29,8225.0,
1114,2019-09-30,8056.74,1485.3
1115,2019-10-01,8307.74,1473.45
1116,2019-10-02,8322.92,1492.6
1117,2019-10-03,8382.03,1517.1
1118,2019-10-04,8236.17,1499.15
1119,2019-10-05,8155.48,
1120,2019-10-06,8147.69,
1121,2019-10-07,7869.74,1501.25
1122,2019-10-08,8212.02,1505.85
1123,2019-10-09,8190.0,1507.25
1124,2019-10-10,8587.92,1494.8
1125,2019-10-11,8586.9,1479.15
1126,2019-10-12,8269.73,
1127,2019-10-13,8308.01,
1128,2019-10-14,8283.76,1490.6
1129,2019-10-15,8353.54,1487.8
1130,2019-10-16,8162.16,1485.1
1131,2019-10-17,8002.51,1492.65
1132,2019-10-18,8076.78,1490.0
1133,2019-10-19,7954.15,
1134,2019-10-20,7960.04,
1135,2019-10-21,8231.06,1491.65
1136,2019-10-22,8222.52,1485.35
1137,2019-10-23,8026.76,1494.45
1138,2019-10-24,7469.56,1496.55
1139,2019-10-25,7431.88,1513.45
1140,2019-10-26,8666.79,
1141,2019-10-27,9259.8,
1142,2019-10-28,9551.54,1492.4
1143,2019-10-29,9218.76,1486.75
1144,2019-10-30,9433.35,1492.1
1145,2019-10-31,9164.62,1510.95
1146,2019-11-01,9147.98,1508.8
1147,2019-11-02,9252.99,
1148,2019-11-03,9301.18,
1149,2019-11-04,9206.16,1509.45
1150,2019-11-05,9418.05,1488.95
1151,2019-11-06,9310.19,1486.05
1152,2019-11-07,9343.34,1484.25
1153,2019-11-08,9204.24,1464.15
1154,2019-11-09,8766.04,
1155,2019-11-10,8809.41,
1156,2019-11-11,9037.12,1458.7
1157,2019-11-12,8717.81,1452.05
1158,2019-11-13,8801.52,1462.9
1159,2019-11-14,8762.42,1466.65
1160,2019-11-15,8632.32,1466.9
1161,2019-11-16,8457.69,
1162,2019-11-17,8482.7,
1163,2019-11-18,8503.93,1467.65
1164,2019-11-19,8175.99,1468.45
1165,2019-11-20,8120.8,1471.7
1166,2019-11-21,8081.81,1467.05
1167,2019-11-22,7617.07,1464.45
1168,2019-11-23,7286.35,
1169,2019-11-24,7324.03,
1170,2019-11-25,6907.4,1458.4
1171,2019-11-26,7130.25,1454.65
1172,2019-11-27,7163.63,1454.35
1173,2019-11-28,7523.83,1454.65
1174,2019-11-29,7431.0,1460.15
1175,2019-11-30,7757.47,
1176,2019-12-01,7557.72,
1177,2019-12-02,7402.69,1461.15
1178,2019-12-03,7309.59,1477.3
1179,2019-12-04,7296.77,1475.1
1180,2019-12-05,7192.85,1475.95
1181,2019-12-06,7395.97,1459.65
1182,2019-12-07,7547.19,
1183,2019-12-08,7504.83,
1184,2019-12-09,7522.39,1461.7
1185,2019-12-10,7337.42,1464.95
1186,2019-12-11,7220.76,1466.8
1187,2019-12-12,7202.31,1467.8
1188,2019-12-13,7189.16,1466.6
1189,2019-12-14,7251.87,
1190,2019-12-15,7067.74,
1191,2019-12-16,7111.14,1477.9
1192,2019-12-17,6879.54,1475.8
1193,2019-12-18,6612.12,1474.05
1194,2019-12-19,7284.29,1476.7
1195,2019-12-20,7150.86,1479.0
1196,2019-12-21,7190.17,
1197,2019-12-22,7143.2,
1198,2019-12-23,7514.41,1482.1
1199,2019-12-24,7322.08,
1200,2019-12-25,7250.69,
1201,2019-12-26,7192.72,
1202,2019-12-27,7194.4,1511.5
1203,2019-12-28,7243.93,
1204,2019-12-29,7301.07,
1205,2019-12-30,7385.36,1514.75
1206,2019-12-31,7219.6,
1207,2020-01-01,7168.31,
1208,2020-01-02,7175.68,1527.1
1209,2020-01-03,6944.33,1548.75
1210,2020-01-04,7326.35,
1211,2020-01-05,7347.89,
1212,2020-01-06,7351.57,1573.1
1213,2020-01-07,7759.24,1567.85
1214,2020-01-08,8165.47,1571.95
1215,2020-01-09,8042.65,1550.75
1216,2020-01-10,7817.92,1553.6
1217,2020-01-11,8184.66,
1218,2020-01-12,8021.49,
1219,2020-01-13,8173.97,1549.9
1220,2020-01-14,8105.24,1545.1
1221,2020-01-15,8842.42,1549.0
1222,2020-01-16,8813.89,1554.55
1223,2020-01-17,8722.03,1557.6
1224,2020-01-18,8900.34,
1225,2020-01-19,8910.85,
1226,2020-01-20,8703.36,1560.15
1227,2020-01-21,8626.47,1551.3
1228,2020-01-22,8722.26,1556.9
1229,2020-01-23,8658.94,1562.9
1230,2020-01-24,8388.11,1564.3
1231,2020-01-25,8428.17,
1232,2020-01-26,8327.36,
1233,2020-01-27,8588.42,1580.1
1234,2020-01-28,8895.78,1574.0
1235,2020-01-29,9385.69,1573.45
1236,2020-01-30,9279.81,1578.25
1237,2020-01-31,9502.37,1584.2
1238,2020-02-01,9333.77,
1239,2020-02-02,9378.09,
1240,2020-02-03,9314.56,1574.75
1241,2020-02-04,9162.14,1558.35
1242,2020-02-05,9162.14,1553.3
1243,2020-02-06,9614.9,1563.3
1244,2020-02-07,9755.66,1572.65
1245,2020-02-08,9807.54,
1246,2020-02-09,9907.12,
1247,2020-02-10,10162.41,1573.2
1248,2020-02-11,9854.79,1570.5
1249,2020-02-12,10275.38,1563.7
1250,2020-02-13,10354.3,1575.05
1251,2020-02-14,10242.43,1581.4
1252,2020-02-15,10368.53,
1253,2020-02-16,9904.17,
1254,2020-02-17,9937.67,1580.8
1255,2020-02-18,9703.93,1589.85
1256,2020-02-19,10180.65,1604.2
1257,2020-02-20,9604.72,1619.0
1258,2020-02-21,9606.86,1643.3
1259,2020-02-22,9696.58,
1260,2020-02-23,9669.63,
1261,2020-02-24,9989.39,1671.65
1262,2020-02-25,9663.75,1650.3
1263,2020-02-26,9309.15,1634.9
1264,2020-02-27,8785.52,1652.0
1265,2020-02-28,8804.72,1609.85
1266,2020-02-29,8712.35,
1267,2020-03-01,8534.17,
1268,2020-03-02,8912.82,1599.65
1269,2020-03-03,8912.82,1615.5
1270,2020-03-04,8754.34,1641.85
1271,2020-03-05,8758.9,1659.6
1272,2020-03-06,9067.39,1683.65
1273,2020-03-07,9155.89,
1274,2020-03-08,8898.63,
1275,2020-03-09,8039.38,1672.5
1276,2020-03-10,7931.94,1655.7
1277,2020-03-11,7885.46,1653.75
1278,2020-03-12,7936.65,1570.7
1279,2020-03-13,4830.21,1562.8
1280,2020-03-14,5609.03,
1281,2020-03-15,5166.26,
1282,2020-03-16,5348.44,1487.7
1283,2020-03-17,5026.35,1536.2
1284,2020-03-18,5357.61,1498.2
1285,2020-03-19,5410.23,1474.25
1286,2020-03-20,6195.2,1494.4
1287,2020-03-21,6226.44,
1288,2020-03-22,6189.85,
1289,2020-03-23,5822.62,1525.4
1290,2020-03-24,6502.16,1605.75
1291,2020-03-25,6768.49,1605.45
1292,2020-03-26,6698.46,1634.8
1293,2020-03-27,6763.75,1617.3
1294,2020-03-28,6369.09,
1295,2020-03-29,6260.95,
1296,2020-03-30,5885.41,1618.3
1297,2020-03-31,6405.29,1608.95
1298,2020-04-01,6428.28,1576.55
1299,2020-04-02,6652.87,1616.8
1300,2020-04-03,6809.11,1613.1
1301,2020-04-04,6741.67,
1302,2020-04-05,6871.69,
1303,2020-04-06,6777.44,1648.3
1304,2020-04-07,7343.2,1649.25
1305,2020-04-08,7205.55,1647.8
1306,2020-04-09,7365.03,1680.65
1307,2020-04-10,7293.69,
1308,2020-04-11,6873.24,
1309,2020-04-12,6891.6,
1310,2020-04-13,6915.37,
1311,2020-04-14,6857.66,1741.9
1312,2020-04-15,6871.95,1718.65
1313,2020-04-16,6623.8,1729.5
1314,2020-04-17,7112.27,1692.55
1315,2020-04-18,7034.89,
1316,2020-04-19,7259.36,
1317,2020-04-20,7130.04,1686.2
1318,2020-04-21,6840.24,1682.05
1319,2020-04-22,6852.52,1710.55
1320,2020-04-23,7130.99,1736.25
1321,2020-04-24,7477.6,1715.9
1322,2020-04-25,7507.08,
1323,2020-04-26,7549.52,
1324,2020-04-27,7699.27,1714.95
1325,2020-04-28,7790.66,1691.55
1326,2020-04-29,7765.33,1703.35
1327,2020-04-30,8777.63,1702.75
1328,2020-05-01,8628.77,1686.25
1329,2020-05-02,8824.66,
1330,2020-05-03,8973.82,
1331,2020-05-04,8903.95,1709.1
1332,2020-05-05,8885.93,1699.55
1333,2020-05-06,9030.96,1691.5
1334,2020-05-07,9170.79,1704.05
1335,2020-05-08,10002.48,
1336,2020-05-09,9821.8,
1337,2020-05-10,9527.39,
1338,2020-05-11,8754.46,1702.75
1339,2020-05-12,8617.25,1702.4
1340,2020-05-13,8814.53,1708.4
1341,2020-05-14,9305.93,1731.6
1342,2020-05-15,9790.31,1735.35
1343,2020-05-16,9303.59,
1344,2020-05-17,9385.7,
1345,2020-05-18,9669.4,1734.7
1346,2020-05-19,9719.37,1737.95
1347,2020-05-20,9785.74,1748.3
1348,2020-05-21,9510.67,1724.9
1349,2020-05-22,9057.57,1733.55
1350,2020-05-23,9167.26,
1351,2020-05-24,9178.32,
1352,2020-05-25,8730.73,
1353,2020-05-26,8899.66,1720.25
1354,2020-05-27,8842.85,1694.6
1355,2020-05-28,9197.54,1717.35
1356,2020-05-29,9569.21,1728.7
1357,2020-05-30,9425.98,
1358,2020-05-31,9698.1,
1359,2020-06-01,9450.84,1730.6
1360,2020-06-02,10204.23,1742.15
1361,2020-06-03,9525.57,1705.35
1362,2020-06-04,9658.04,1700.05
1363,2020-06-05,9794.56,1683.45
1364,2020-06-06,9623.75,
1365,2020-06-07,9670.43,
1366,2020-06-08,9753.85,1690.35
1367,2020-06-09,9782.59,1713.5
1368,2020-06-10,9775.15,1722.05
1369,2020-06-11,9892.13,1738.25
1370,2020-06-12,9286.42,1733.5
1371,2020-06-13,9459.97,
1372,2020-06-14,9473.5,
1373,2020-06-15,9330.07,1710.45
1374,2020-06-16,9426.7,1719.85
1375,2020-06-17,9526.0,1724.35
1376,2020-06-18,9454.81,1719.5
1377,2020-06-19,9380.03,1734.75
1378,2020-06-20,9300.15,
1379,2020-06-21,9357.43,
1380,2020-06-22,9284.78,1761.85
1381,2020-06-23,9691.9,1768.9
1382,2020-06-24,9621.49,1766.05
1383,2020-06-25,9276.58,1756.55
1384,2020-06-26,9240.85,1747.6
1385,2020-06-27,9154.45,
1386,2020-06-28,9004.23,
1387,2020-06-29,9127.47,1771.6
1388,2020-06-30,9185.35,1768.1
1389,2020-07-01,9133.97,1771.05
1390,2020-07-02,9236.38,1777.45
1391,2020-07-03,9087.98,1772.9
1392,2020-07-04,9072.42,
1393,2020-07-05,9131.31,
1394,2020-07-06,9089.09,1787.9
1395,2020-07-07,9348.91,1789.55
1396,2020-07-08,9256.23,1811.1
1397,2020-07-09,9440.07,1812.1
1398,2020-07-10,9238.04,1803.1
1399,2020-07-11,9287.4,
1400,2020-07-12,9235.96,
1401,2020-07-13,9295.9,1807.5
1402,2020-07-14,9238.13,1801.9
1403,2020-07-15,9254.52,1804.6
1404,2020-07-16,9193.51,1807.7
1405,2020-07-17,9131.0,1807.35
1406,2020-07-18,9154.19,
1407,2020-07-19,9174.71,
1408,2020-07-20,9214.66,1815.65
1409,2020-07-21,9163.87,1842.55
1410,2020-07-22,9392.66,1852.4
1411,2020-07-23,9537.4,1878.3
1412,2020-07-24,9613.11,1902.1
1413,2020-07-25,9551.28,
1414,2020-07-26,9707.5,
1415,2020-07-27,9938.83,1936.65
1416,2020-07-28,11042.4,1940.9
1417,2020-07-29,10934.94,1950.9
1418,2020-07-30,11102.67,1957.65
1419,2020-07-31,11114.93,1964.9
1420,2020-08-01,11343.88,
1421,2020-08-02,11823.69,
1422,2020-08-03,11077.77,1958.55
1423,2020-08-04,11242.57,1977.9
1424,2020-08-05,11194.25,2048.15
1425,2020-08-06,11750.28,2067.15
1426,2020-08-07,11772.94,2031.15
1427,2020-08-08,11605.6,
1428,2020-08-09,11767.6,
1429,2020-08-10,11684.06,2044.5
1430,2020-08-11,11893.03,1939.65
1431,2020-08-12,11392.43,1931.9
1432,2020-08-13,11573.11,1944.25
1433,2020-08-14,11777.43,1944.75
1434,2020-08-15,11774.38,
1435,2020-08-16,11873.98,
1436,2020-08-17,11914.01,1972.85
1437,2020-08-18,12293.72,2008.75
1438,2020-08-19,11969.53,1981.0
1439,2020-08-20,11734.0,1927.15
1440,2020-08-21,11865.82,1924.35
1441,2020-08-22,11522.8,
1442,2020-08-23,11683.44,
1443,2020-08-24,11653.02,1943.95
1444,2020-08-25,11763.93,1911.15
1445,2020-08-26,11337.4,1932.95
1446,2020-08-27,11467.37,1923.85
1447,2020-08-28,11302.01,1957.35
1448,2020-08-29,11534.75,
1449,2020-08-30,11481.64,
1450,2020-08-31,11707.78,
1451,2020-09-01,11659.57,1972.35
1452,2020-09-02,11923.25,1947.05
1453,2020-09-03,11397.44,1940.45
1454,2020-09-04,10187.51,1926.3
1455,2020-09-05,10467.89,
1456,2020-09-06,10159.62,
1457,2020-09-07,10254.93,1928.45
1458,2020-09-08,10367.74,1910.95
1459,2020-09-09,10121.52,1947.2
1460,2020-09-10,10227.83,1966.25
1461,2020-09-11,10352.66,1947.4
1462,2020-09-12,10395.44,
1463,2020-09-13,10446.44,
1464,2020-09-14,10330.77,1958.7
1465,2020-09-15,10674.64,1949.35
1466,2020-09-16,10785.62,1961.8
1467,2020-09-17,10948.43,1936.25
1468,2020-09-18,10943.89,1950.85
1469,2020-09-19,10931.79,
1470,2020-09-20,11081.43,
1471,2020-09-21,10919.65,1909.35
1472,2020-09-22,10430.46,1906.0
1473,2020-09-23,10532.22,1873.4
1474,2020-09-24,10234.48,1861.75
1475,2020-09-25,10732.43,1859.7
1476,2020-09-26,10692.84,
1477,2020-09-27,10732.4,
1478,2020-09-28,10774.24,1864.3
1479,2020-09-29,10692.33,1883.95
1480,2020-09-30,10840.8,1886.9
1481,2020-10-01,10777.92,1902.0
1482,2020-10-02,10619.24,1903.05
1483,2020-10-03,10575.06,
1484,2020-10-04,10551.77,
1485,2020-10-05,10673.46,1909.6
1486,2020-10-06,10788.56,1913.4
1487,2020-10-07,10603.74,1884.5
1488,2020-10-08,10670.8,1887.45
1489,2020-10-09,10923.3,1923.25
1490,2020-10-10,11063.19,
1491,2020-10-11,11302.67,
1492,2020-10-12,11376.61,1925.5
1493,2020-10-13,11540.04,1891.3
1494,2020-10-14,11428.24,1910.05
1495,2020-10-15,11431.32,1891.9
1496,2020-10-16,11503.73,1905.05
1497,2020-10-17,11327.57,
1498,2020-10-18,11366.51,
1499,2020-10-19,11508.2,1905.6
1500,2020-10-20,11758.16,1898.4
1501,2020-10-21,11925.46,1924.15
1502,2020-10-22,12831.56,1900.95
1503,2020-10-23,12990.25,1903.65
1504,2020-10-24,12944.52,
1505,2020-10-25,13128.46,
1506,2020-10-26,13036.77,1898.45
1507,2020-10-27,13076.37,1905.7
1508,2020-10-28,13651.47,1869.95
1509,2020-10-29,13289.0,1870.3
1510,2020-10-30,13458.66,1881.85
1511,2020-10-31,13564.72,
1512,2020-11-01,13810.32,
1513,2020-11-02,13758.88,1889.9
1514,2020-11-03,13575.17,1908.3
1515,2020-11-04,14023.31,1900.15
1516,2020-11-05,14155.59,1938.45
1517,2020-11-06,15591.39,1940.8
1518,2020-11-07,15595.77,
1519,2020-11-08,14839.84,
1520,2020-11-09,15490.6,1867.3
1521,2020-11-10,15328.53,1878.7
1522,2020-11-11,15317.04,1860.95
1523,2020-11-12,15708.65,1874.85
1524,2020-11-13,16295.57,1890.9
1525,2020-11-14,16339.33,
1526,2020-11-15,16091.07,
1527,2020-11-16,15968.16,1885.6
1528,2020-11-17,16725.15,1889.05
1529,2020-11-18,17679.72,1876.1
